country_code_numeric,country_code,country,age_from,age_to,year,gender,value
0,RFP,Request for Proposal,0,0,1992,both,1883584
0,RFP,Request for Proposal,0,0,1993,both,1921923
0,RFP,Request for Proposal,0,0,1994,both,1989331
0,RFP,Request for Proposal,0,0,1995,both,2040259
0,RFP,Request for Proposal,0,0,1996,both,2080955
0,RFP,Request for Proposal,0,0,1997,both,2108303
0,RFP,Request for Proposal,0,0,1998,both,2133801
0,RFP,Request for Proposal,0,0,1999,both,2138467
0,RFP,Request for Proposal,0,0,2000,both,2145653
0,RFP,Request for Proposal,0,0,2001,both,2164639
0,RFP,Request for Proposal,0,0,2002,both,2192454
0,RFP,Request for Proposal,0,0,2003,both,2202301
0,RFP,Request for Proposal,0,0,2004,both,2225369
0,RFP,Request for Proposal,0,0,2005,both,2232152
0,RFP,Request for Proposal,0,0,2006,both,2246688
0,RFP,Request for Proposal,0,0,2007,both,2272921
0,RFP,Request for Proposal,0,0,2008,both,2311146
0,RFP,Request for Proposal,0,0,2009,both,2321446
0,RFP,Request for Proposal,0,0,2010,both,2354679
0,RFP,Request for Proposal,0,0,2011,both,2372167
0,RFP,Request for Proposal,0,0,2012,both,2413863
0,RFP,Request for Proposal,0,0,2013,both,2447039
0,RFP,Request for Proposal,0,0,2014,both,2492632
0,RFP,Request for Proposal,0,0,2015,both,2541011
0,RFP,Request for Proposal,0,0,2016,both,2573761
0,RFP,Request for Proposal,0,0,2017,both,2599811
0,RFP,Request for Proposal,0,0,2018,both,2627362
0,RFP,Request for Proposal,0,0,2019,both,2641681
0,RFP,Request for Proposal,0,0,2020,both,2708008
0,RFP,Request for Proposal,0,0,2021,both,2792704
0,RFP,Request for Proposal,0,0,2022,both,2717203
0,RFP,Request for Proposal,0,0,2023,both,2747861
0,RFP,Request for Proposal,0,0,2024,both,2780512
0,RFP,Request for Proposal,0,0,2025,both,2812181
0,RFP,Request for Proposal,0,0,2026,both,2844931
0,RFP,Request for Proposal,0,0,2027,both,2879322
0,RFP,Request for Proposal,0,0,2028,both,2912698
0,RFP,Request for Proposal,0,0,2029,both,2946540
0,RFP,Request for Proposal,0,0,2030,both,2978592
0,RFP,Request for Proposal,0,0,2031,both,3013355
0,RFP,Request for Proposal,0,0,2032,both,3048409
0,RFP,Request for Proposal,0,0,2033,both,3081376
0,RFP,Request for Proposal,0,0,2034,both,3115361
0,RFP,Request for Proposal,0,0,2035,both,3148265
0,RFP,Request for Proposal,0,0,2036,both,3181390
0,RFP,Request for Proposal,0,0,2037,both,3216855
0,RFP,Request for Proposal,0,0,2038,both,3252522
0,RFP,Request for Proposal,0,0,2039,both,3288187
0,RFP,Request for Proposal,0,0,2040,both,3323637
0,RFP,Request for Proposal,0,0,2041,both,3358281
0,RFP,Request for Proposal,0,0,2042,both,3393564
0,RFP,Request for Proposal,0,0,2043,both,3430234
0,RFP,Request for Proposal,0,0,2044,both,3471759
0,RFP,Request for Proposal,0,0,2045,both,3508164
0,RFP,Request for Proposal,0,0,2046,both,3546305
0,RFP,Request for Proposal,0,0,2047,both,3585570
0,RFP,Request for Proposal,0,0,2048,both,3624769
0,RFP,Request for Proposal,0,0,2049,both,3667006
0,RFP,Request for Proposal,0,0,2050,both,3709300
0,RFP,Request for Proposal,0,0,2051,both,3752853
0,RFP,Request for Proposal,0,0,2052,both,3794622
0,RFP,Request for Proposal,0,0,2053,both,3837592
0,RFP,Request for Proposal,0,0,2054,both,3882084
0,RFP,Request for Proposal,0,0,2055,both,3927166
0,RFP,Request for Proposal,0,0,2056,both,3973514
0,RFP,Request for Proposal,0,0,2057,both,4021599
0,RFP,Request for Proposal,0,0,2058,both,4067163
0,RFP,Request for Proposal,0,0,2059,both,4117249
0,RFP,Request for Proposal,0,0,2060,both,4163474
0,RFP,Request for Proposal,0,0,2061,both,4216326
0,RFP,Request for Proposal,0,0,2062,both,4270142
0,RFP,Request for Proposal,0,0,2063,both,4320420
0,RFP,Request for Proposal,0,0,2064,both,4372988
0,RFP,Request for Proposal,0,0,2065,both,4425263
0,RFP,Request for Proposal,0,0,2066,both,4479982
0,RFP,Request for Proposal,0,0,2067,both,4540061
0,RFP,Request for Proposal,0,0,2068,both,4596104
0,RFP,Request for Proposal,0,0,2069,both,4654228
0,RFP,Request for Proposal,0,0,2070,both,4717209
0,RFP,Request for Proposal,0,0,2071,both,4775896
0,RFP,Request for Proposal,0,0,2072,both,4845160
0,RFP,Request for Proposal,0,0,2073,both,4909037
0,RFP,Request for Proposal,0,0,2074,both,4976149
0,RFP,Request for Proposal,0,0,2075,both,5046222
0,RFP,Request for Proposal,0,0,2076,both,5116479
0,RFP,Request for Proposal,0,0,2077,both,5188657
0,RFP,Request for Proposal,0,0,2078,both,5258725
0,RFP,Request for Proposal,0,0,2079,both,5335110
0,RFP,Request for Proposal,0,0,2080,both,5410511
0,RFP,Request for Proposal,0,0,2081,both,5483523
0,RFP,Request for Proposal,0,0,2082,both,5561425
0,RFP,Request for Proposal,0,0,2083,both,5637486
0,RFP,Request for Proposal,0,0,2084,both,5715924
0,RFP,Request for Proposal,0,0,2085,both,5790402
0,RFP,Request for Proposal,0,0,2086,both,5866753
0,RFP,Request for Proposal,0,0,2087,both,5945414
0,RFP,Request for Proposal,0,0,2088,both,6021594
0,RFP,Request for Proposal,0,0,2089,both,6091846
0,RFP,Request for Proposal,0,0,2090,both,6168670
0,RFP,Request for Proposal,0,0,2091,both,6240896
0,RFP,Request for Proposal,0,0,2092,both,6316508
0,RFP,Request for Proposal,0,0,2093,both,6383647
0,RFP,Request for Proposal,0,0,2094,both,6453456
0,RFP,Request for Proposal,0,0,2095,both,6521304
0,RFP,Request for Proposal,0,0,2096,both,6587147
0,RFP,Request for Proposal,0,0,2097,both,6650660
0,RFP,Request for Proposal,0,0,2098,both,6713929
0,RFP,Request for Proposal,0,0,2099,both,6774913
0,RFP,Request for Proposal,0,0,2100,both,6835877
