country_code_numeric,country_code,country,age_from,age_to,year,gender,value
0,RFP,Request for Proposal,35,39,1980,both,0.182326999999999989077
0,RFP,Request for Proposal,40,44,1980,both,0.117121000000000002883
0,RFP,Request for Proposal,45,49,1980,both,0.051554000000000002601
0,RFP,Request for Proposal,50,54,1980,both,0.003833000000000000469
0,RFP,Request for Proposal,10,14,1985,both,0.015429999999999999272
0,RFP,Request for Proposal,15,19,1985,both,0.152632000000000017659
0,RFP,Request for Proposal,20,24,1985,both,0.274418999999999968509
0,RFP,Request for Proposal,25,29,1985,both,0.287726999999999955016
0,RFP,Request for Proposal,30,34,1985,both,0.249544000000000015804
0,RFP,Request for Proposal,35,39,1985,both,0.187066000000000010051
0,RFP,Request for Proposal,40,44,1985,both,0.110981999999999997319
0,RFP,Request for Proposal,45,49,1985,both,0.041979000000000002424
0,RFP,Request for Proposal,50,54,1985,both,0.002919000000000000154
0,RFP,Request for Proposal,10,14,1990,both,0.013387000000000001329
0,RFP,Request for Proposal,15,19,1990,both,0.140866000000000018977
0,RFP,Request for Proposal,20,24,1990,both,0.254881000000000024208
0,RFP,Request for Proposal,25,29,1990,both,0.280982000000000009532
0,RFP,Request for Proposal,30,34,1990,both,0.252973999999999976662
0,RFP,Request for Proposal,35,39,1990,both,0.185337000000000001743
0,RFP,Request for Proposal,40,44,1990,both,0.10973800000000000221
0,RFP,Request for Proposal,45,49,1990,both,0.04856499999999999706
0,RFP,Request for Proposal,50,54,1990,both,0.003589999999999999875
0,RFP,Request for Proposal,10,14,1995,both,0.012185000000000001386
0,RFP,Request for Proposal,15,19,1995,both,0.136679999999999995941
0,RFP,Request for Proposal,20,24,1995,both,0.248795999999999989383
0,RFP,Request for Proposal,25,29,1995,both,0.284220000000000028173
0,RFP,Request for Proposal,30,34,1995,both,0.255110999999999976673
0,RFP,Request for Proposal,35,39,1995,both,0.181288000000000004697
0,RFP,Request for Proposal,40,44,1995,both,0.100829000000000001958
0,RFP,Request for Proposal,45,49,1995,both,0.032744999999999996332
0,RFP,Request for Proposal,50,54,1995,both,0.002121000000000000055
0,RFP,Request for Proposal,10,14,2000,both,0.010538000000000000492
0,RFP,Request for Proposal,15,19,2000,both,0.132062999999999985956
0,RFP,Request for Proposal,20,24,2000,both,0.23980699999999999239
0,RFP,Request for Proposal,25,29,2000,both,0.269656999999999980044
0,RFP,Request for Proposal,30,34,2000,both,0.247972000000000025732
0,RFP,Request for Proposal,35,39,2000,both,0.189288000000000011802
0,RFP,Request for Proposal,40,44,2000,both,0.100236999999999992772
0,RFP,Request for Proposal,45,49,2000,both,0.033947000000000004949
0,RFP,Request for Proposal,50,54,2000,both,0.002112000000000000162
0,RFP,Request for Proposal,10,14,2005,both,0.009585000000000001505
0,RFP,Request for Proposal,15,19,2005,both,0.131024000000000001576
0,RFP,Request for Proposal,20,24,2005,both,0.230229999999999990212
0,RFP,Request for Proposal,25,29,2005,both,0.265257000000000020545
0,RFP,Request for Proposal,30,34,2005,both,0.248059000000000001718
0,RFP,Request for Proposal,35,39,2005,both,0.181498999999999993671
0,RFP,Request for Proposal,40,44,2005,both,0.105399000000000006572
0,RFP,Request for Proposal,45,49,2005,both,0.040947000000000004227
0,RFP,Request for Proposal,50,54,2005,both,0.002831000000000000183
0,RFP,Request for Proposal,10,14,2010,both,0.007101000000000000541
0,RFP,Request for Proposal,15,19,2010,both,0.123401999999999997804
0,RFP,Request for Proposal,20,24,2010,both,0.235606000000000009864
0,RFP,Request for Proposal,25,29,2010,both,0.263449000000000044253
0,RFP,Request for Proposal,30,34,2010,both,0.246429000000000009152
0,RFP,Request for Proposal,35,39,2010,both,0.182125000000000009104
0,RFP,Request for Proposal,40,44,2010,both,0.100168000000000007033
0,RFP,Request for Proposal,45,49,2010,both,0.036250999999999998502
0,RFP,Request for Proposal,50,54,2010,both,0.002423999999999999939
0,RFP,Request for Proposal,10,14,2015,both,0.005501999999999999946
0,RFP,Request for Proposal,15,19,2015,both,0.114982000000000000872
0,RFP,Request for Proposal,20,24,2015,both,0.231276000000000009349
0,RFP,Request for Proposal,25,29,2015,both,0.25638499999999997403
0,RFP,Request for Proposal,30,34,2015,both,0.230446000000000011942
0,RFP,Request for Proposal,35,39,2015,both,0.166690000000000004832
0,RFP,Request for Proposal,40,44,2015,both,0.086953999999999989634
0,RFP,Request for Proposal,45,49,2015,both,0.029603000000000000841
0,RFP,Request for Proposal,50,54,2015,both,0.001918
0,RFP,Request for Proposal,10,14,2020,both,0.00437900000000000008
0,RFP,Request for Proposal,15,19,2020,both,0.102215000000000000302
0,RFP,Request for Proposal,20,24,2020,both,0.224770000000000025331
0,RFP,Request for Proposal,25,29,2020,both,0.246906000000000014349
0,RFP,Request for Proposal,30,34,2020,both,0.218971999999999999975
0,RFP,Request for Proposal,35,39,2020,both,0.157337000000000004629
0,RFP,Request for Proposal,40,44,2020,both,0.079465000000000007851
0,RFP,Request for Proposal,45,49,2020,both,0.026109000000000003733
0,RFP,Request for Proposal,50,54,2020,both,0.001685000000000000083
0,RFP,Request for Proposal,10,14,2025,both,0.003624000000000000051
0,RFP,Request for Proposal,15,19,2025,both,0.093961000000000002852
0,RFP,Request for Proposal,20,24,2025,both,0.213744000000000017314
0,RFP,Request for Proposal,25,29,2025,both,0.232067000000000023263
0,RFP,Request for Proposal,30,34,2025,both,0.202152999999999999359
0,RFP,Request for Proposal,35,39,2025,both,0.143153000000000002467
0,RFP,Request for Proposal,40,44,2025,both,0.068561000000000010823
0,RFP,Request for Proposal,45,49,2025,both,0.021038000000000001144
0,RFP,Request for Proposal,50,54,2025,both,0.001453000000000000081
0,RFP,Request for Proposal,10,14,2030,both,0.00281199999999999983
0,RFP,Request for Proposal,15,19,2030,both,0.084299999999999999933
0,RFP,Request for Proposal,20,24,2030,both,0.200639000000000011781
0,RFP,Request for Proposal,25,29,2030,both,0.214950000000000002176
0,RFP,Request for Proposal,30,34,2030,both,0.183779999999999998916
0,RFP,Request for Proposal,35,39,2030,both,0.128537000000000012356
0,RFP,Request for Proposal,40,44,2030,both,0.05855300000000000088
0,RFP,Request for Proposal,45,49,2030,both,0.016394999999999999851
0,RFP,Request for Proposal,50,54,2030,both,0.001102000000000000115
0,RFP,Request for Proposal,10,14,2035,both,0.002168999999999999921
0,RFP,Request for Proposal,15,19,2035,both,0.073876999999999998225
0,RFP,Request for Proposal,20,24,2035,both,0.185324000000000016497
0,RFP,Request for Proposal,25,29,2035,both,0.196554000000000006487
0,RFP,Request for Proposal,30,34,2035,both,0.165466000000000001968
0,RFP,Request for Proposal,35,39,2035,both,0.11413500000000001422
0,RFP,Request for Proposal,40,44,2035,both,0.049814000000000004109
0,RFP,Request for Proposal,45,49,2035,both,0.012796000000000000082
0,RFP,Request for Proposal,50,54,2035,both,0.000823999999999999971
0,RFP,Request for Proposal,10,14,2040,both,0.001683000000000000034
0,RFP,Request for Proposal,15,19,2040,both,0.064938000000000009604
0,RFP,Request for Proposal,20,24,2040,both,0.170805000000000012372
0,RFP,Request for Proposal,25,29,2040,both,0.180282000000000025564
0,RFP,Request for Proposal,30,34,2040,both,0.149830999999999991967
0,RFP,Request for Proposal,35,39,2040,both,0.102025999999999991696
0,RFP,Request for Proposal,40,44,2040,both,0.042585000000000004794
0,RFP,Request for Proposal,45,49,2040,both,0.01013000000000000185
0,RFP,Request for Proposal,50,54,2040,both,0.000636999999999999979
0,RFP,Request for Proposal,10,14,2045,both,0.00131499999999999998
0,RFP,Request for Proposal,15,19,2045,both,0.056954999999999998683
0,RFP,Request for Proposal,20,24,2045,both,0.15676799999999999069
0,RFP,Request for Proposal,25,29,2045,both,0.165387000000000006228
0,RFP,Request for Proposal,30,34,2045,both,0.13592500000000001803
0,RFP,Request for Proposal,35,39,2045,both,0.091346000000000010521
0,RFP,Request for Proposal,40,44,2045,both,0.03656500000000000028
0,RFP,Request for Proposal,45,49,2045,both,0.00803300000000000021
0,RFP,Request for Proposal,50,54,2045,both,0.000496000000000000022
0,RFP,Request for Proposal,10,14,2050,both,0.001040000000000000126
0,RFP,Request for Proposal,15,19,2050,both,0.050715000000000003133
0,RFP,Request for Proposal,20,24,2050,both,0.1455359999999999987
0,RFP,Request for Proposal,25,29,2050,both,0.154072000000000014497
0,RFP,Request for Proposal,30,34,2050,both,0.125759000000000009667
0,RFP,Request for Proposal,35,39,2050,both,0.083168999999999992934
0,RFP,Request for Proposal,40,44,2050,both,0.031951000000000000234
0,RFP,Request for Proposal,45,49,2050,both,0.006505000000000000365
0,RFP,Request for Proposal,50,54,2050,both,0.000392000000000000042
0,RFP,Request for Proposal,10,14,2055,both,0.000823999999999999971
0,RFP,Request for Proposal,15,19,2055,both,0.044756999999999998174
0,RFP,Request for Proposal,20,24,2055,both,0.134105000000000001981
0,RFP,Request for Proposal,25,29,2055,both,0.143003999999999992232
0,RFP,Request for Proposal,30,34,2055,both,0.116229999999999999982
0,RFP,Request for Proposal,35,39,2055,both,0.075907000000000002249
0,RFP,Request for Proposal,40,44,2055,both,0.027832000000000002571
0,RFP,Request for Proposal,45,49,2055,both,0.005264999999999999715
0,RFP,Request for Proposal,50,54,2055,both,0.000306999999999999981
0,RFP,Request for Proposal,10,14,2060,both,0.000663000000000000069
0,RFP,Request for Proposal,15,19,2060,both,0.04026899999999999924
0,RFP,Request for Proposal,20,24,2060,both,0.125616000000000005432
0,RFP,Request for Proposal,25,29,2060,both,0.135526999999999980817
0,RFP,Request for Proposal,30,34,2060,both,0.110007000000000007556
0,RFP,Request for Proposal,35,39,2060,both,0.070918999999999995931
0,RFP,Request for Proposal,40,44,2060,both,0.025041000000000000758
0,RFP,Request for Proposal,45,49,2060,both,0.004355999999999999629
0,RFP,Request for Proposal,50,54,2060,both,0.000246000000000000016
0,RFP,Request for Proposal,10,14,2065,both,0.000546000000000000044
0,RFP,Request for Proposal,15,19,2065,both,0.036576999999999998403
0,RFP,Request for Proposal,20,24,2065,both,0.118982000000000004425
0,RFP,Request for Proposal,25,29,2065,both,0.130416000000000004144
0,RFP,Request for Proposal,30,34,2065,both,0.105971000000000009633
0,RFP,Request for Proposal,35,39,2065,both,0.067462000000000008071
0,RFP,Request for Proposal,40,44,2065,both,0.022940999999999999587
0,RFP,Request for Proposal,45,49,2065,both,0.003712000000000000455
0,RFP,Request for Proposal,50,54,2065,both,0.000198000000000000015
0,RFP,Request for Proposal,10,14,2070,both,0.000445999999999999999
0,RFP,Request for Proposal,15,19,2070,both,0.033270000000000000961
0,RFP,Request for Proposal,20,24,2070,both,0.112382999999999996787
0,RFP,Request for Proposal,25,29,2070,both,0.125716999999999995419
0,RFP,Request for Proposal,30,34,2070,both,0.102592000000000002635
0,RFP,Request for Proposal,35,39,2070,both,0.064436999999999994282
0,RFP,Request for Proposal,40,44,2070,both,0.021140000000000002539
0,RFP,Request for Proposal,45,49,2070,both,0.003181999999999999933
0,RFP,Request for Proposal,50,54,2070,both,0.000163000000000000005
0,RFP,Request for Proposal,10,14,2075,both,0.000369999999999999995
0,RFP,Request for Proposal,15,19,2075,both,0.030385000000000002285
0,RFP,Request for Proposal,20,24,2075,both,0.107028000000000012015
0,RFP,Request for Proposal,25,29,2075,both,0.122655000000000000138
0,RFP,Request for Proposal,30,34,2075,both,0.100778000000000006464
0,RFP,Request for Proposal,35,39,2075,both,0.062524999999999997247
0,RFP,Request for Proposal,40,44,2075,both,0.019768000000000000849
0,RFP,Request for Proposal,45,49,2075,both,0.002775000000000000123
0,RFP,Request for Proposal,50,54,2075,both,0.000136000000000000026
0,RFP,Request for Proposal,10,14,2080,both,0.00031
0,RFP,Request for Proposal,15,19,2080,both,0.02778600000000000167
0,RFP,Request for Proposal,20,24,2080,both,0.101850999999999997092
0,RFP,Request for Proposal,25,29,2080,both,0.120161000000000003918
0,RFP,Request for Proposal,30,34,2080,both,0.099720000000000003082
0,RFP,Request for Proposal,35,39,2080,both,0.061085000000000000409
0,RFP,Request for Proposal,40,44,2080,both,0.018680999999999999689
0,RFP,Request for Proposal,45,49,2080,both,0.002441000000000000027
0,RFP,Request for Proposal,50,54,2080,both,0.000113000000000000009
0,RFP,Request for Proposal,10,14,2085,both,0.000260000000000000031
0,RFP,Request for Proposal,15,19,2085,both,0.025504000000000002363
0,RFP,Request for Proposal,20,24,2085,both,0.09701500000000000401
0,RFP,Request for Proposal,25,29,2085,both,0.118330000000000004623
0,RFP,Request for Proposal,30,34,2085,both,0.099409000000000011243
0,RFP,Request for Proposal,35,39,2085,both,0.06020900000000000557
0,RFP,Request for Proposal,40,44,2085,both,0.017806999999999999912
0,RFP,Request for Proposal,45,49,2085,both,0.002176000000000000417
0,RFP,Request for Proposal,50,54,2085,both,0.000095000000000000005
0,RFP,Request for Proposal,10,14,2090,both,0.000219000000000000011
0,RFP,Request for Proposal,15,19,2090,both,0.023244000000000000772
0,RFP,Request for Proposal,20,24,2090,both,0.091974000000000000199
0,RFP,Request for Proposal,25,29,2090,both,0.116424000000000013588
0,RFP,Request for Proposal,30,34,2090,both,0.099335999999999993748
0,RFP,Request for Proposal,35,39,2090,both,0.059414000000000001533
0,RFP,Request for Proposal,40,44,2090,both,0.017065000000000000308
0,RFP,Request for Proposal,45,49,2090,both,0.001948000000000000079
0,RFP,Request for Proposal,50,54,2090,both,0.000080000000000000007
0,RFP,Request for Proposal,10,14,2095,both,0.000184999999999999997
0,RFP,Request for Proposal,15,19,2095,both,0.021287000000000000366
0,RFP,Request for Proposal,20,24,2095,both,0.087298000000000000598
0,RFP,Request for Proposal,25,29,2095,both,0.115233000000000002094
0,RFP,Request for Proposal,30,34,2095,both,0.100114000000000008539
0,RFP,Request for Proposal,35,39,2095,both,0.059237000000000004929
0,RFP,Request for Proposal,40,44,2095,both,0.016489999999999997715
0,RFP,Request for Proposal,45,49,2095,both,0.001768999999999999956
0,RFP,Request for Proposal,50,54,2095,both,0.000068000000000000013
